hagrid,imr,mrdt,tmax,size_sample,quality,origin,biblioid,phenotype
1726,0.02,3,24,large,acceptable,captivity,"J. Veronica Kiklevich, pers. comm.","Dogs descend from the gray wolf (<i>Canis lupus</i>) and technically are not an individual species, being often classified as <i>Canis lupus familiaris</i>. Herein, they are classified as <i>Canis familiaris</i> for practical reasons. Dogs could prove an ideal model to study ageing as they share many of the same illnesses, medical treatments and environments that humans do. Additionally they have a well annotated genome and can be studied in their natural environment [1208]. +p There is considerable variation in life history among the different dog breeds, including differences in longevity. In general, smaller breeds of dogs tend to live longer and may age slower [0423], though some have argued this might be due to artificial selection for high growth rates [0726]. One study in England reported the longest-lived pure breeds were Miniature poodle, Bearded collie, Border collie and Miniature dachshund. The shortest-lived were the Dogue de Bordeaux and Great Dane. Longevity in crossbred dogs exceeded purebred dogs by 1.2 years [1141]. +p Dogs are considered old after they are about 12 years old, though a few can live over 20 years [0434]. There are anecdotal reports of dogs living around 30 years, including one Australian cattle dog named ""Bluey"" living 29.5 years. These records are unverified and the maximum longevity of dogs is currently 24 years (J. Veronica Kiklevich, pers. comm.). A Shiba Inu mix breed male called ""Pusuke"" was reportedly 26.7 years of age when it died, which is unconfirmed but plausible. +p Older dogs are affected by a variety of degenerative conditions and age-related diseases that are also observed in humans; larger breeds are often affected by conditions that may be related to their rapid growth, such as cancer; smaller breeds can also suffer from cancer as well as from cardiac disease. Hearing loss, cataracts and senile dementia have also been observed [0981]. Neoplastic, musculoskeletal and neurological disorders have been found to be the most frequently attributed causes of death [1141]. Caloric restriction in Labrador Retrievers has been reported to increase median lifespan and improve physiological function [0521]."
1727,NULL,NULL,21.8,medium,acceptable,captivity,671,NULL
1728,NULL,NULL,20.6,large,high,captivity,671,"In the wild, 10 year-old females have been known to give birth and record longevity is 13.7 years [0434]. One wild born male was around 20.6 years old when he died in captivity [0671]. Gene expression levels are associated with age, whereas other examined factors such as disease, sex and social status have minimal effects. Features of senescence such as immunosenescence and metabolic ageing are evolutionary conserved between wolves and humans [1188]."
1729,NULL,NULL,16.7,medium,acceptable,captivity,671,NULL
1730,NULL,NULL,12.7,small,acceptable,captivity,671,NULL
1731,NULL,NULL,16.8,medium,acceptable,captivity,671,"In captivity, these animals can live up to 16.8 years [0671]."
1732,NULL,NULL,16.1,medium,acceptable,captivity,671,NULL
1733,NULL,NULL,13.1,small,acceptable,captivity,671,NULL
1734,NULL,NULL,10.9,small,acceptable,captivity,671,"One captive animal lived 10.9 years [0671]. Nonetheless, the maximum longevity of this species could be underestimated. Some authors consider this species a subspecies of the South American fox (<i>Lycalopex gymnocercus</i>)."
1735,NULL,NULL,13.7,small,acceptable,captivity,671,NULL
1736,NULL,NULL,9.9,tiny,acceptable,captivity,671,"One captive animal lived 9.9 years [0671]. Although it is possible that maximum longevity is underestimated in this species, they are the smallest of the genus [0434], which may explain their shortest lifespan. Further studies would be useful, however."
1737,NULL,NULL,12.6,tiny,acceptable,captivity,671,NULL
1738,NULL,NULL,17,large,high,captivity,671,"These animals have been estimated to live up to 17 years [0434], though record longevity in captivity is only 15.1 years [0671]. Further studies are necessary."
1739,NULL,NULL,16.6,medium,acceptable,captivity,671,"In captivity, these animals can live up to 16.6 years [0671]."
1740,NULL,NULL,17,medium,acceptable,captivity,671,They are full grown in half a year [0434]. One wild caught specimen was about 17 years old when it died in captivity [0671].
1741,NULL,NULL,14.1,medium,acceptable,captivity,671,"In captivity, these animals have lived up to 14.1 years of age [0671]."
1742,NULL,NULL,16.2,medium,acceptable,captivity,671,NULL
1743,NULL,NULL,NULL,tiny,low,unknown,NULL,"Longevity has not been studied in detail in these animals. Nonetheless, one captive animal lived for 10.5 years [0671]."
1744,NULL,NULL,NULL,small,low,unknown,NULL,"In the wild, these animals may live up to 10 years [0542]. Because longevity has not been studied in detail in captivity, their maximum longevity is unknown."
1745,NULL,NULL,NULL,small,low,unknown,NULL,"In the wild, these animals may live up to 10 years [0542]. Because longevity has not been studied in detail in captivity, their maximum longevity is unknown."
1746,NULL,NULL,NULL,tiny,low,unknown,NULL,"In the wild, these animals may live up to 10 years [0542]. Because longevity has not been studied in detail in captivity, their maximum longevity is unknown."
1747,NULL,NULL,13,medium,acceptable,captivity,671,One specimen was about 13 years old when it died in captivity [0671].
1748,NULL,NULL,16.3,medium,acceptable,captivity,671,NULL
1749,NULL,NULL,15.8,small,acceptable,captivity,671,"There is one report of one specimen still living after 20 years in captivity [0434]. Although not impossible, this was probably an error, and the record longevity in captivity is now considered to be 15.8 years [0671]."
1750,NULL,NULL,16,small,acceptable,captivity,671,"In the wild, these animals may live up to 10 years [0542]. One male specimen lived 16 years in captivity [0671]."
1751,NULL,NULL,14.3,medium,acceptable,captivity,671,"In Arabia, pelage becomes paler with age with older individuals being almost white. In the wild they may live up to 9 years [0572]. One captive specimen was still alive after 14.3 years [0671]."
1752,NULL,NULL,15.9,medium,acceptable,captivity,671,"Anecdotal reports suggest these animals may live up to 20 years [0610]. Record longevity in captivity, however, belongs to a wild born male that was around 15.9 years when he died in captivity [0671]."
1753,NULL,NULL,21.3,medium,acceptable,captivity,671,One wild born female was still living in captivity at an estimated 21.3 years of age [0671].
1754,NULL,NULL,16.3,medium,acceptable,captivity,671,NULL
1755,NULL,NULL,23.1,medium,acceptable,captivity,671,"In captivity, these animals may live up to 23.1 years [0671]."
1756,NULL,NULL,21.4,small,acceptable,captivity,671,NULL
1757,NULL,NULL,26,small,acceptable,captivity,671,One wild born animal was about 26 years old when it died in captivity [0434].
1758,NULL,NULL,NULL,tiny,low,unknown,NULL,"Not much is known about the longevity of these animals, but one wild born specimen was still alive in captivity when about 11.4 years of age [0671]."
1759,NULL,NULL,20.5,large,high,captivity,671,One wild born male was about 20.5 years old when he died in captivity [0671].
1760,NULL,NULL,20.3,medium,acceptable,captivity,671,One wild born female was about 20.3 years old when she died in captivity [0671].
1761,NULL,NULL,23,medium,acceptable,captivity,671,One wild born female was about 23 years old when she died in captivity [0671].
1762,NULL,NULL,30,large,questionable,captivity,NULL,"Domestic cats descend from wild cats (<i>Felis silvestris</i>). There are conflicting reports concerning the longevity of cats and estimating their maximum longevity is difficult and error-prone. The oldest cat is reportedly ""Creme Puff,"" a 37 year-old animal in Texas, USA [0551], but the accuracy of this record has not been confirmed. Cats do appear to occasionally live more than 30 years."
1763,NULL,NULL,20,medium,acceptable,captivity,671,NULL
1764,NULL,NULL,15.9,medium,acceptable,captivity,671,One captive specimen was at least 15.9 years of age when it died [0671].
1765,NULL,NULL,13.9,medium,acceptable,captivity,671,One captive specimen lived 13.9 years [0671].
1766,NULL,NULL,15.6,medium,acceptable,captivity,671,NULL
1767,NULL,NULL,19,medium,acceptable,captivity,671,"Wild cats live up to 16 years. Some estimates suggest they may live up to 18 years in the wild [0542], but these are unverified. One wild born female of the <i>lybica</i> subspecies was about 19 years old when she died in captivity [0671]."
1768,NULL,NULL,19.6,small,acceptable,captivity,671,One wild born specimen was about 19.6 years of age when it died in captivity [0671].
1769,NULL,NULL,23,medium,acceptable,captivity,671,A wild born couple taken to Rotterdam Zoo was both about 23 years old when they died [0671].
1770,NULL,NULL,NULL,small,low,unknown,NULL,"Little is known about the longevity of these animals, but one wild caught specimen was about 14.3 years when it died in captivity [0671]."
1771,NULL,NULL,28.2,medium,acceptable,captivity,671,One captive animal lived for 28.2 years [0671].
1772,NULL,NULL,21.9,medium,acceptable,captivity,671,NULL
1773,NULL,NULL,24,medium,acceptable,captivity,671,One wild born male was about 24 years old when he died in captivity [0671].
1774,NULL,NULL,22.4,large,high,captivity,671,"Although it has been estimated that these animals live up to 23 years in the wild [0542], record longevity in captivity is 22.4 years [0671]."
1775,NULL,NULL,26.8,medium,acceptable,captivity,671,One wild born specimen was about 26.8 years of age when it died in captivity [0671].
1776,NULL,NULL,26,large,high,captivity,1309,One captive specimen was still alive at 23.7 years of age [0671].
1777,NULL,NULL,NULL,tiny,low,unknown,NULL,"In the wild, these animals live up to 13 years [0434]. Their maximum longevity is unknown as few are kept in captivity and they are a highly endangered species."
1778,NULL,NULL,32.3,medium,acceptable,captivity,671,One specimen lived 32.3 years in captivity [0671].
1779,NULL,NULL,19.8,medium,acceptable,captivity,671,One captive specimen lived 19.8 years [0671].
1780,NULL,NULL,28,large,high,captivity,1309,"Some older publications list lions as capable of living up to 30 years [0514], which is based on anecdotal reports and probably incorrect. Record longevity in captivity belongs to a wild born male that died at Cologne Zoo at about 27 years of age. A hybrid between a leopard and a lion lived for 24 years and a hybrid between a lion and tiger lived for 24.2 years [0671]."
1781,NULL,NULL,28,large,high,captivity,671,One wild born female was around 28 years of age when she died in captivity [0671].
1782,NULL,NULL,27.3,large,high,captivity,671,One specimen lived 27.3 years at Madrid Zoo. A hybrid between a leopard and a lion lived for 24 years [0671].
1783,NULL,NULL,26.3,large,high,captivity,671,One tiger lived 26.3 years at Adelaide Zoo. A hybrid between a tiger and a lion lived 24.2 years [0671].
1784,NULL,NULL,NULL,tiny,low,unknown,NULL,"Not much is known about the longevity of these animals, but one specimen lived 13.4 years old in captivity [0671]."
1785,NULL,NULL,17,medium,acceptable,captivity,671,Teeth may be lost at 8-10 years of age. One wild born specimen was about 17 years of age when it died in captivity. Other specimens have been known to live over 16 years in captivity [0671].
1786,NULL,NULL,14,small,acceptable,captivity,671,"One wild born specimen was about 14 years old when it died in captivity [0671]. Maximum longevity could be slightly underestimated, though, because similar species appear to live slightly longer."
1787,NULL,NULL,17.9,medium,acceptable,captivity,671,NULL
1788,NULL,NULL,17.2,medium,acceptable,captivity,671,NULL
1789,NULL,NULL,21,small,acceptable,captivity,671,One wild born specimen lived could have been 21 years old when it died in captivity [0671].
1790,NULL,NULL,27,large,acceptable,captivity,1309,"In the wild, these animals have been estimated to live up to 18 years [0542]. One captive specimen was still alive at 23.8 years of age [0671]."
1791,NULL,NULL,18.6,small,acceptable,captivity,671,One captive specimen lived 18.6 years [0671].
1792,NULL,NULL,21.2,large,high,captivity,671,"In zoos, these animals can live up to 21.2 years [0671]."
