id_biblio,terms,title,journal,author,volume,authors,pubmed,author_initials,year,contact_addresses,issue,pages,editor,review,publisher,url
18333,"['Animals', 'Caenorhabditis elegans/genetics/metabolism', 'Caenorhabditis elegans Proteins/genetics/metabolism/physiology', 'Caloric Restriction', 'Epistasis, Genetic/physiology', 'High-Throughput Screening Assays', 'Longevity/genetics', 'Membrane Transport Proteins/genetics/metabolism', 'Metabolic Phenomena/genetics', 'Mitochondria/genetics/metabolism', 'Monocarboxylic Acid Transporters/genetics/metabolism', 'Mutation/physiology', 'Oxidative Stress', 'PTEN Phosphohydrolase/physiology', 'Pyruvate Dehydrogenase Complex/metabolism', 'Pyruvic Acid/metabolism', 'RNA Interference', 'Signal Transduction/genetics', 'Transcription Factors/genetics/metabolism']",Pyruvate imbalance mediates metabolic reprogramming and mimics lifespan extension by dietary restriction in Caenorhabditis elegans.,Aging Cell,"Mouchiroud, L et al.",10,,21040400,"Mouchiroud, L et al.",2011,,1,39-54,,,,
18334,"['Animals', 'Drosophila melanogaster/physiology', 'Female', 'Longevity/drug effects', 'Male', 'Morphine/pharmacology', 'Survival Analysis']",Life span extension in Drosophila melanogaster induced by morphine.,Biogerontology,"Dubiley, TA et al.",12,,21061062,"Dubiley, TA et al.",2011,,3,179-184,,,,
18336,"['Acetylcysteine/metabolism', 'Animals', 'Ascorbic Acid/metabolism', 'Caenorhabditis elegans/genetics/metabolism', 'Caenorhabditis elegans Proteins/genetics/metabolism', 'Electron Transport', 'Electron Transport Complex I/genetics/metabolism', 'Electron Transport Complex III/genetics/metabolism', 'Flow Cytometry', 'Longevity', 'Mitochondrial Proteins/genetics/metabolism', 'Models, Biological', 'Paraquat/metabolism', 'Reactive Oxygen Species/metabolism', 'Receptor, Insulin/genetics/metabolism', 'Signal Transduction', 'Superoxides/metabolism']",A mitochondrial superoxide signal triggers increased longevity in Caenorhabditis elegans.,PLoS Biol.,"Yang, W and Hekimi, S",8,,21151885,"Yang, W. and Hekimi, S.",2010,,12,e1000556,,,,
18337,"['Adenosine Triphosphate/metabolism', 'Aging/physiology', 'Animals', 'Caenorhabditis elegans/metabolism/physiology', 'DNA, Mitochondrial/metabolism', 'Dichloroacetic Acid/pharmacology', 'Lipid Metabolism', 'Locomotion', 'Longevity/drug effects', 'Oxidative Stress', 'Reactive Oxygen Species/metabolism']",The effect of dichloroacetate on health- and lifespan in C. elegans.,Biogerontology,"Schaffer, S et al.",12,,21153705,"Schaffer, S et al.",2011,,3,195-209,,,,
18339,"['Adipose Tissue/drug effects/metabolism', 'Animals', 'Caenorhabditis elegans/drug effects/growth & development/metabolism', 'Glaucarubin/analogs & derivatives/pharmacology', 'Humans', 'Longevity/drug effects', 'Mitochondria/metabolism', 'Models, Animal', 'Oxygen Consumption/drug effects', 'Plant Extracts/pharmacology', 'Simaroubaceae/chemistry']","The phytochemical glaucarubinone promotes mitochondrial metabolism, reduces body fat, and extends lifespan of Caenorhabditis elegans.",Horm. Metab. Res.,"Zarse, K et al.",43,,21264793,"Zarse, K et al.",2011,,4,241-243,,,,
18340,"['3-Phosphoinositide-Dependent Protein Kinases', 'Animals', 'Anti-Inflammatory Agents, Non-Steroidal/pharmacology', 'Caenorhabditis elegans/drug effects/genetics/growth & development', 'Caenorhabditis elegans Proteins/metabolism', 'Celecoxib', 'Cyclooxygenase 2/metabolism', 'Cyclooxygenase 2 Inhibitors/pharmacology', 'Forkhead Transcription Factors', 'Insulin/metabolism', 'Insulin-Like Growth Factor I/antagonists & inhibitors/metabolism', 'Longevity', 'Protein-Serine-Threonine Kinases/antagonists & inhibitors/metabolism', 'Pyrazoles', 'Signal Transduction', 'Structure-Activity Relationship', 'Sulfonamides', 'Transcription Factors/metabolism']",Celecoxib extends C.\\xa0elegans lifespan via inhibition of insulin-like signaling but not cyclooxygenase-2 activity.,Aging Cell,"Ching, TT et al.",10,,21348927,"Ching, TT et al.",2011,,3,506-519,,,,
18341,"['Animals', 'Animals, Genetically Modified', 'Antioxidants/administration & dosage', 'Diet', 'Drosophila melanogaster/physiology', 'Female', 'Fertility/drug effects/genetics', 'Fruit', 'Gene Expression Regulation', 'Longevity/drug effects', 'Motor Activity/drug effects', 'Mutation/genetics', 'Oxidative Stress/drug effects/genetics', 'Peroxiredoxins/genetics/metabolism', 'Phosphoenolpyruvate Carboxykinase (ATP)/genetics/metabolism', 'Plant Extracts/administration & dosage', 'Superoxide Dismutase/genetics/metabolism']",Nectarine promotes longevity in Drosophila melanogaster.,Free Radic. Biol. Med.,"Boyd, O et al.",50,,21406223,"Boyd, O et al.",2011,,11,1669-1678,,,,
18342,"['Animals', 'Catalase/genetics', 'Diet', 'Down-Regulation/drug effects', 'Drosophila Proteins/genetics', 'Drosophila melanogaster/drug effects/genetics/physiology', 'Electron Transport Complex IV/genetics', 'Flavonoids/pharmacology', 'Fruit/chemistry', 'Hydrogen Peroxide/pharmacology', 'Longevity/drug effects', 'Malus/chemistry', 'Paraquat/pharmacology', 'Phenols/pharmacology', 'Polyphenols', 'Receptors, G-Protein-Coupled/genetics', 'Superoxide Dismutase/genetics', 'Up-Regulation/drug effects']",Apple polyphenols extend the mean lifespan of Drosophila melanogaster.,J. Agric. Food Chem.,"Peng, C et al.",59,,21319854,"Peng, C et al.",2011,,5,2097-2106,,,,
18343,"['Animals', 'Antineoplastic Agents, Phytogenic/pharmacology', 'Apoptosis Regulatory Proteins/metabolism', 'Autophagy', 'Caenorhabditis elegans/metabolism', 'Caloric Restriction', 'Cell Line, Tumor', 'Humans', 'Longevity/drug effects', 'RNA Interference', 'RNA, Small Interfering/metabolism', 'Sirolimus/pharmacology', 'Sirtuin 1/genetics/metabolism', 'Stilbenes/pharmacology', 'Tumor Suppressor Protein p53/antagonists & inhibitors/metabolism']",Caloric restriction and resveratrol promote longevity through the Sirtuin-1-dependent induction of autophagy.,Cell Death Dis,"Morselli, E et al.",1,,21364612,"Morselli, E et al.",2010,,,e10,,,,
18344,"['Aging/drug effects/metabolism/pathology', 'Amyloid/metabolism', 'Amyloid beta-Peptides/antagonists & inhibitors/genetics/metabolism/toxicity', 'Animals', 'Autophagy', 'Caenorhabditis elegans/drug effects/metabolism/physiology', 'Caenorhabditis elegans Proteins/metabolism', 'Curcumin/pharmacology', 'DNA-Binding Proteins/metabolism', 'Dose-Response Relationship, Drug', 'Forkhead Transcription Factors', 'Homeostasis/drug effects', 'Humans', 'Longevity/drug effects/physiology', 'Molecular Chaperones/metabolism', 'Paralysis/drug therapy', 'Phenotype', 'Proteasome Endopeptidase Complex/metabolism', 'Protein Binding/drug effects', 'Proteins/metabolism', 'Survival Analysis', 'Thiazoles/metabolism/pharmacology', 'Transcription Factors/metabolism']",Amyloid-binding compounds maintain protein homeostasis during ageing and extend lifespan.,Nature,"Alavez, S et al.",472,,21451522,"Alavez, S et al.",2011,,7342,226-229,,,,
18345,"['Aging/drug effects/physiology', 'Animals', 'Caloric Restriction', 'Dietary Supplements', 'Female', 'Follow-Up Studies', 'Longevity/drug effects', 'Male', 'Origanum', 'Plant Extracts/pharmacology', 'Tephritidae', 'Vaccinium macrocarpon']",Prolongevity effects of a botanical with oregano and cranberry extracts in Mexican fruit flies: examining interactions of diet restriction and age.,Age (Dordr),"Zou, S et al.",34,,21455602,"Zou, S et al.",2012,,2,269-279,,,,
18346,"['Animals', 'Antioxidants/pharmacology', 'Drosophila melanogaster/drug effects/physiology', 'Female', 'Longevity/drug effects', 'Male', 'NF-kappa B/antagonists & inhibitors', 'Pyrrolidines/pharmacology', 'Thiocarbamates/pharmacology']",Pharmacological inhibition of NF-\\u03baB prolongs lifespan of Drosophila melanogaster.,Aging (Albany NY),"Moskalev, A and Shaposhnikov, M",3,,21483034,"Moskalev, A. and Shaposhnikov, M.",2011,,4,391-394,,,,
18347,"['Allyl Compounds/pharmacology', 'Animals', 'Caenorhabditis elegans/physiology', 'Caenorhabditis elegans Proteins/drug effects/metabolism', 'DNA-Binding Proteins/drug effects/metabolism', 'Garlic', 'Intestines/metabolism', 'Longevity/drug effects/physiology', 'Microarray Analysis', 'Models, Animal', 'Neurons/metabolism', 'Plant Extracts/pharmacology', 'Sulfides/pharmacology', 'Transcription Factors/drug effects/metabolism']",The garlic constituent diallyl trisulfide increases the lifespan of C. elegans via skn-1 activation.,Exp. Gerontol.,"Powolny, AA et al.",46,,21296648,"Powolny, AA et al.",2011,,6,441-452,,,,
18348,"['Animals', 'Antioxidants/administration & dosage/pharmacology', 'Base Sequence', 'Caenorhabditis elegans/drug effects/genetics/physiology', 'Caenorhabditis elegans Proteins/genetics', 'Caffeic Acids/administration & dosage/pharmacology', 'Cinnamates/administration & dosage/pharmacology', 'DNA, Helminth/genetics', 'Depsides/administration & dosage/pharmacology', 'Dose-Response Relationship, Drug', 'Gene Expression/drug effects', 'Genes, Helminth', 'Heat-Shock Proteins/genetics', 'Longevity/drug effects/genetics/physiology', 'Polyphenols/administration & dosage/pharmacology', 'Quercetin/administration & dosage/pharmacology']","Hormetins, antioxidants and prooxidants: defining quercetin-, caffeic acid- and rosmarinic acid-mediated life extension in C. elegans.",Biogerontology,"Pietsch, K et al.",12,,21503726,"Pietsch, K et al.",2011,,4,329-347,,,,
18350,"['Animals', 'Antioxidants/chemistry/isolation & purification/pharmacology', 'Caenorhabditis elegans/drug effects/physiology', 'Flavonoids/chemistry/isolation & purification/pharmacology', 'Life Expectancy', 'Longevity/drug effects', 'Onions/chemistry', 'Plant Extracts/chemistry/isolation & purification/pharmacology']",Isolation and Caenorhabditis elegans lifespan assay of flavonoids from onion.,J. Agric. Food Chem.,"Xue, YL et al.",59,,21563825,"Xue, YL et al.",2011,,11,5927-5934,,,,
18353,"['Animals', 'Bacterial Processes', 'Caenorhabditis elegans/drug effects/metabolism', 'Culture Media/chemistry', 'Electrolysis', 'Hydrogen/analysis', 'Microbial Viability', 'Nanoparticles/administration & dosage/chemistry', 'Oxidative Stress', 'Platinum/administration & dosage/chemistry/metabolism', 'Reactive Oxygen Species/metabolism', 'Water/administration & dosage/chemistry/metabolism']",Mechanism of the lifespan extension of Caenorhabditis elegans by electrolyzed reduced water--participation of Pt nanoparticles.,Biosci. Biotechnol. Biochem.,"Yan, H et al.",75,,21737933,"Yan, H et al.",2011,,7,1295-1299,,,,
18356,"['AMP-Activated Protein Kinases/metabolism', 'Aging/drug effects/physiology', 'Animals', 'Biomarkers/metabolism', 'Catechin/administration & dosage', 'Diabetes Mellitus, Experimental/complications/diet therapy/physiopathology', 'Dietary Supplements', 'Drosophila melanogaster/drug effects/physiology', 'Insulin-Like Growth Factor I/metabolism', 'Longevity/drug effects', 'Male', 'Mice', 'Mice, Inbred C57BL', 'Mice, Obese', 'Muscle, Skeletal/drug effects/physiopathology', 'Obesity/complications/diet therapy/physiopathology']",Dietary epicatechin promotes survival of obese diabetic mice and Drosophila melanogaster.,J. Nutr.,"Si, H et al.",141,,21525262,"Si, H et al.",2011,,6,1095-1100,,,,
18363,"['Animals', 'Antioxidants/pharmacology', 'Caenorhabditis elegans/drug effects/growth & development', 'Coumarins/pharmacology', 'Dose-Response Relationship, Drug', 'Enzyme-Linked Immunosorbent Assay', 'Ferula/chemistry', 'Glycosylation/drug effects', 'Glycosylation End Products, Advanced/metabolism', 'Lipid Peroxidation/drug effects', 'Longevity/drug effects', 'Models, Animal', 'Oxidative Stress/drug effects', 'Paraquat/adverse effects/pharmacology', 'Plant Preparations/chemistry/pharmacology', 'Sesquiterpenes/pharmacology']",Ferulsinaic acid attenuation of advanced glycation end products extends the lifespan of Caenorhabditis elegans.,J. Pharm. Pharmacol.,"Sayed, AA.",63,,21749391,"Sayed, AA.",2011,,3,423-428,,,,
18365,"['Aging/drug effects', 'Animals', 'Biosensing Techniques', 'Caenorhabditis elegans/drug effects/genetics/physiology', 'Caenorhabditis elegans Proteins/genetics/metabolism', 'Gene Expression Regulation/drug effects', 'Genes, Reporter', 'Green Fluorescent Proteins/metabolism', 'Hep G2 Cells', 'Humans', 'Longevity/drug effects', 'Mutation/genetics', 'Naphthoquinones/chemistry/pharmacology', 'Stress, Physiological/drug effects', 'Survival Analysis', 'Tetrahydronaphthalenes/chemistry/pharmacology', 'Toxins, Biological/chemistry/pharmacology', 'Transcription Factors/metabolism', 'Transcription, Genetic/drug effects', 'Vitamin K 3/chemistry/pharmacology']",Extension of lifespan in C. elegans by naphthoquinones that act through stress hormesis mechanisms.,PLoS ONE,"Hunt, PR et al.",6,,21765926,"Hunt, PR et al.",2011,,7,e21922,,,,
18410,"['Animals', 'Antioxidants/metabolism', 'Caenorhabditis elegans/genetics/physiology', 'Caloric Restriction', 'Catechin/metabolism', 'Ellagic Acid/metabolism', 'Flavonoids/metabolism/toxicity', 'Gallic Acid/metabolism', 'Longevity', 'Phenols/metabolism/toxicity', 'Polyphenols', 'Reproduction', 'Tannins/metabolism']",Diversity of polyphenol action in Caenorhabditis elegans: between toxicity and longevity.,J. Nat. Prod.,"Saul, N et al.",74,,21805983,"Saul, N et al.",2011,,8,1713-1720,,,,
18411,[],Increase in Drosophila melanogaster longevity due to rasayana diet: Preliminary results.,J Ayurveda Integr Med,"Priyadarshini, S et al.",1,,21836798,"Priyadarshini, S et al.",2010,,2,114-119,,,,
18413,"['Aging/drug effects/genetics/physiology', 'Animals', 'Anti-Infective Agents/pharmacology', 'Antioxidants/pharmacology', 'Body Size/drug effects', 'Caenorhabditis elegans/drug effects/genetics/growth & development/physiology', 'Caloric Restriction', 'Curcumin/pharmacology', 'Genes, Helminth', 'Lipofuscin/metabolism', 'Longevity/drug effects/genetics/physiology', 'Mutation', 'Reactive Oxygen Species/metabolism', 'Signal Transduction', 'Stress, Physiological']",Curcumin-mediated lifespan extension in Caenorhabditis elegans.,Mech. Ageing Dev.,"Liao, VH et al.",132,,21855561,"Liao, VH et al.",2011,,10,480-487,,,,
18414,"['Active Transport, Cell Nucleus/drug effects', 'Aging/drug effects/genetics/physiology', 'Animals', 'Bees/chemistry', 'Caenorhabditis elegans/drug effects/genetics/physiology', 'Caenorhabditis elegans Proteins/genetics/metabolism', 'Cell Nucleus/metabolism', 'Chromatography/methods', 'Dose-Response Relationship, Drug', 'Fatty Acids/chemistry/metabolism/pharmacology', 'Fatty Acids, Monounsaturated/pharmacology', 'Forkhead Transcription Factors', 'Gene Expression Profiling', 'Gene Expression Regulation/drug effects', 'Green Fluorescent Proteins/genetics/metabolism', 'Longevity/drug effects/genetics/physiology', 'Mutation', 'Oligonucleotide Array Sequence Analysis', 'Peptide Hydrolases/metabolism', 'Promoter Regions, Genetic/genetics', 'Reverse Transcriptase Polymerase Chain Reaction', 'Transcription Factors/genetics/metabolism']",Lifespan-extending effects of royal jelly and its related substances on the nematode Caenorhabditis elegans.,PLoS ONE,"Honda, Y et al.",6,,21858156,"Honda, Y et al.",2011,,8,e23527,,,,
18415,"['Animals', 'Bacteria/classification/genetics/metabolism', 'Bifidobacterium/physiology', 'Cell Aging/drug effects', 'Colon/cytology/metabolism/microbiology', 'Feces/chemistry/microbiology', 'Female', 'Gene Expression Profiling', 'Gene Expression Regulation, Bacterial', 'Kaplan-Meier Estimate', 'Longevity/drug effects', 'Mice', 'Mice, Inbred ICR', 'Mucus/secretion', 'Neoplasms/prevention & control', 'Oligonucleotide Array Sequence Analysis', 'Polyamines/metabolism', 'Probiotics/pharmacology', 'RNA, Ribosomal, 16S/genetics', 'Reverse Transcriptase Polymerase Chain Reaction', 'Skin Ulcer/prevention & control', 'Spermine/metabolism', 'Tight Junctions/drug effects/metabolism/microbiology']",Longevity in mice is promoted by probiotic-induced suppression of colonic senescence dependent on upregulation of gut bacterial polyamine production.,PLoS ONE,"Matsumoto, M et al.",6,,21858192,"Matsumoto, M et al.",2011,,8,e23652,,,,
18416,"['Animals', 'Antioxidants/isolation & purification/pharmacology', 'Down-Regulation', 'Drosophila Proteins/genetics/metabolism', 'Drosophila melanogaster/drug effects/genetics/metabolism', 'Female', 'Ferric Compounds/toxicity', 'Flowers', 'HSP70 Heat-Shock Proteins/genetics/metabolism', 'Heat-Shock Proteins/genetics/metabolism', 'Heat-Shock Response/drug effects', 'Hot Temperature', 'Hydrogen Peroxide/toxicity', 'Longevity/drug effects', 'Male', 'Mitochondria/drug effects/metabolism', 'Nitrilotriacetic Acid/analogs & derivatives/toxicity', 'Oxidants/toxicity', 'Oxidative Stress/drug effects', 'Paraquat/toxicity', 'Plant Extracts/isolation & purification/pharmacology', 'Polyphenols/isolation & purification/pharmacology', 'Reactive Oxygen Species/metabolism', 'Rosa/chemistry', 'Sex Factors', 'Time Factors']",Extension of Drosophila lifespan by Rosa damascena associated with an increased sensitivity to heat.,Biogerontology,"Schriner, SE et al.",13,,21928072,"Schriner, SE et al.",2012,,2,105-117,,,,
18420,"['Animals', 'Astragalus membranaceus/chemistry', 'Caenorhabditis elegans Proteins/genetics/metabolism', 'Cell Survival', 'Endoplasmic Reticulum', 'Forkhead Transcription Factors/genetics/metabolism', 'Gene Expression Regulation/drug effects', 'Neurons/drug effects', 'Oxidative Stress/drug effects', 'Peptides/metabolism', 'Polysaccharides/chemistry/pharmacology', 'Transcription Factors/genetics/metabolism']",Inhibition of polyglutamine-mediated proteotoxicity by Astragalus membranaceus polysaccharide through the DAF-16/FOXO transcription factor in Caenorhabditis elegans.,Biochem. J.,"Zhang, H et al.",441,,21892924,"Zhang, H et al.",2012,,1,417-424,,,,
18421,"['Adenosine Triphosphate/metabolism', 'Animals', 'Caenorhabditis elegans/drug effects/enzymology/growth & development/metabolism', 'Caenorhabditis elegans Proteins/metabolism', 'Cell Respiration/drug effects', 'Enzyme Activation/drug effects', 'Hep G2 Cells', 'Humans', 'Indazoles/pharmacology', 'Longevity/drug effects', 'Mitochondria/drug effects/metabolism', 'Mitogen-Activated Protein Kinases/metabolism', 'Oxygen Consumption/drug effects', 'Reactive Oxygen Species/metabolism', 'Signal Transduction/drug effects', 'Stress, Physiological/drug effects', 'p38 Mitogen-Activated Protein Kinases/metabolism']",Lonidamine extends lifespan of adult Caenorhabditis elegans by increasing the formation of mitochondrial reactive oxygen species.,Horm. Metab. Res.,"Schmeisser, S et al.",43,,21932172,"Schmeisser, S et al.",2011,,10,687-692,,,,
