id,compound_id,synonym
68118,2783,N-beta-alanyl-L-histidine
68119,2783,(2S)-2-(3-aminopropanoylamino)-3-imidazol-4-ylpropanoic acid
68120,2783,EINECS 206-169-9
68121,2783,beta-Alanylhistidine
68122,2783,.beta.-Alanyl-L-histidine
68123,2784,"2,6-Di-tert-butyl-4-methylphenol"
68124,2784,128-37-0
68125,2784,Butylated hydroxytoluene
68126,2784,Butylhydroxytoluene
68127,2784,"2,6-Di-tert-butyl-p-cresol"
68128,2784,"2,6-Di-t-butyl-4-methylphenol"
68129,2784,Ionol
68130,2784,DBPC
68131,2784,Dibunol
68132,2784,Stavox
68133,2784,BHT
68134,2784,Ionol CP
68135,2784,Impruvol
68136,2784,Topanol
68137,2784,Dalpac
68138,2784,Deenax
68139,2784,Ionole
68140,2784,Vianol
68141,2784,Antioxidant KB
68142,2784,Antioxidant 4K
68143,2784,Sumilizer BHT
68144,2784,Topanol O
68145,2784,Topanol OC
68146,2784,Vanlube PC
68147,2784,Antioxidant DBPC
68148,2785,(R)-3-Hydroxybutanoic acid
68149,2785,(R)-3-Hydroxybutyric acid
68150,2785,625-72-9
68151,2785,(3R)-3-hydroxybutanoic acid
68152,2785,(R)-3-Hydroxybutanoate
68153,2785,D-3-hydroxybutyric acid
68154,2785,(R)-(-)-3-Hydroxybutyric acid
68155,2785,(R)-(-)-beta-Hydroxybutyric acid
68156,2785,3-D-hydroxybutyric acid
68157,2785,3R-hydroxy-butanoic acid
68158,2785,"Butanoic acid, 3-hydroxy-, (R)-"
68159,2785,beta-D-Hydroxybutyric acid
68160,2785,"Butanoic acid, 3-hydroxy-, (3R)-"
68161,2785,(-)-3-Hydroxybutyric acid
68162,2785,D-beta-hydroxybutyrate
68163,2785,(R)-beta-Hydroxybutyric acid
68164,2785,(R)-beta-Hydroxybutanoic acid
68165,2785,(-)-3-Hydroxy-n-butyric acid
68166,2785,CHEMBL1162484
68167,2785,CHEBI:17066
68168,2785,WHBMMWSBFZVSSR-GSVOUGTGSA-N
68169,2785,"Butyric acid, 3-hydroxy-, D-(-)-"
68170,2785,3-D-hydroxybutyrate
68171,2785,(R)-3-
68172,2785,82578-46-9
68173,2786,Matairesinol
68174,2786,(-)-Matairesinol
68175,2786,580-72-3
68176,2786,Artigenin congener
68177,2786,Dibenzylbutyrolactone lignanolide
68178,2786,"3R,4R-Bis((4-hydroxy-3-methoxyphenyl)methyl)dihydro-2(3H)-furanone"
68179,2786,CHEBI:6698
68180,2786,CHEMBL425148
68181,2786,MATGKVZWFZHCLI-LSDHHAIUSA-N
68182,2786,C20H22O6
68183,2786,"(3R,4R)-3,4-bis(4-hydroxy-3-methoxybenzyl)dihydrofuran-2(3H)-one"
68184,2786,"(3R,4R)-3,4-bis[(4-hydroxy-3-methoxyphenyl)methyl]oxolan-2-one"
68185,2786,"(alphaR,betaR)-alpha,beta-Bis(4-hydroxy-3-methoxybenzyl)butyrolactone"
68186,2786,"2(3H)-Furanone, dihydro-3,4-bis((4-hydroxy-3-methoxyphenyl)methyl)-, (3R-trans)-"
68187,2786,MAX
68188,2786,"2(3H)-Furanone, dihydro-3,4-bis[(4-hydroxy-3-methoxyphenyl)methyl]-, (3R-trans)-"
68189,2786,Arbo 5
68190,2786,AC1L3ODW
68191,2786,SCHEMBL120499
68192,2786,MEGxp0_001689
68193,2786,"2(3H)-Furanone, dihydro-3,4-bis[(4-hydroxy-3-methoxyphenyl)methyl]-"
68194,2786,ACon1_001075
68195,2786,"Matairesinol, analytical standard"
68196,2786,"(8R,8'R)-(-)-Matairesinol"
68197,2786,"Matairesinol, >=85% (HPLC)"
68198,2787,nitrendipine
68199,2787,39562-70-4
68200,2787,Bayotensin
68201,2787,Baypress
68202,2787,Nidrel
68203,2787,Nitrendipinum
68204,2787,Nitrendipino
68205,2787,Bylotensin
68206,2787,Nitrendipin
68207,2787,Deiten
68208,2787,BAY e 5009
68209,2787,Nitrepin
68210,2787,Nitrendipinum [INN-Latin]
68211,2787,Nitrendipino [INN-Spanish]
68212,2787,Baylotensin
68213,2787,Bay-e-5009
68214,2787,Baypress (TN)
68215,2787,"1,4-Dihydro-2,6-dimethyl-4-(3-nitrophenyl)-3,5-pyridinedicarboxylic acid ethyl methyl ester"
68216,2787,"3-ethyl 5-methyl 2,6-dimethyl-4-(3-nitrophenyl)-1,4-dihydropyridine-3,5-dicarboxylate"
68217,2787,EINECS 254-513-1
68218,2787,BRN 0498823
68219,2787,MLS000069349
68220,2787,CHEBI:7582
68221,2787,PVHUJELLJLJGLN-UHFFFAOYSA-N
68222,2787,C18H20N2O6
68223,2788,oxalacetic acid
68224,2788,oxaloacetic acid
68225,2788,328-42-7
68226,2788,2-Oxobutanedioic acid
68227,2788,2-Oxosuccinic acid
68228,2788,oxaloacetate
68229,2788,Ketosuccinic acid
68230,2788,Oxosuccinic acid
68231,2788,2-Ketosuccinic acid
68232,2788,"Butanedioic acid, oxo-"
68233,2788,Oxobutanedioic acid
68234,2788,Oxalacetic acetic
68235,2788,oxalacetate
68236,2788,"Butanedioic acid, 2-oxo-"
68237,2788,2-oxo-butanedioic acid
68238,2788,Oxaloethanoic acid
68239,2788,NSC 77688
68240,2788,keto-oxaloacetate
68241,2788,alpha-Ketosuccinic acid
68242,2788,EINECS 206-329-8
68243,2788,OAA
68244,2788,CHEBI:30744
68245,2788,KHPXUQMNIQBQEV-UHFFFAOYSA-N
68246,2788,MFCD00002592
68247,2788,SBB065751
68248,2789,oxatomide
68249,2789,60607-34-3
68250,2789,Tinset
68251,2789,Oxatimide
68252,2789,Oxatomida
68253,2789,Celtect
68254,2789,Oxetal
68255,2789,Oxatomidum
68256,2789,KW-4354
68257,2789,Oxatomidum [INN-Latin]
68258,2789,Oxatomida [INN-Spanish]
68259,2789,McN-JR 35443
68260,2789,R 35443
68261,2789,"1-[3-[4-(Diphenylmethyl)-1-piperazinyl]propyl]-1,3-dihydro-2H-benzimidazol-2-one"
68262,2789,UNII-J31IL9Z2EE
68263,2789,1-(3-(4-Benzhydrylpiperazin-1-yl)propyl)-1H-benzo[d]imidazol-2(3H)-one
68264,2789,Oxatomide (tinset)
68265,2789,Celtect (TN)
68266,2789,3-[3-(4-benzhydrylpiperazin-1-yl)propyl]-1H-benzimidazol-2-one
68267,2789,C27H30N4O
68268,2789,Oxatomide [USAN:BAN:INN:JAN]
68269,2789,EINECS 262-320-9
68270,2789,CBMicro_024634
68271,2789,R-35443
68272,2789,KW 4354
68273,2790,simvastatin
68274,2790,79902-63-9
68275,2790,Zocor
68276,2790,Synvinolin
68277,2790,Sinvacor
68278,2790,Denan
68279,2790,Lipex
68280,2790,MK-733
68281,2790,Simvastatine
68282,2790,Sivastin
68283,2790,Lodales
68284,2790,Simvastatina
68285,2790,Simvastatinum
68286,2790,Cholestat
68287,2790,Colemin
68288,2790,Simovil
68289,2790,Medipo
68290,2790,Pantok
68291,2790,Simvastatin lactone
68292,2790,Labistatin
68293,2790,Nivelipol
68294,2790,Rendapid
68295,2790,Vasotenal
68296,2790,Velostatin
68297,2790,Coledis
68298,2791,alpha-Tocopherol
68299,2791,VITAMIN E
68300,2791,D-alpha-Tocopherol
68301,2791,59-02-9
68302,2791,"5,7,8-Trimethyltocol"
68303,2791,(+)-alpha-Tocopherol
68304,2791,"(R,R,R)-alpha-Tocopherol"
68305,2791,Phytogermine
68306,2791,Eprolin
68307,2791,"(2R,4'R,8'R)-alpha-Tocopherol"
68308,2791,dl-a-Tocopherol
68309,2791,DL-ALPHA-TOCOPHEROL
68310,2791,Aquasol E
68311,2791,a-Vitamin E
68312,2791,a-Tocopherol
68313,2791,10191-41-0
68314,2791,"alpha-Tocopherol, D-"
68315,2791,(+)-|A-Tocopherol
68316,2791,Vitamin Ea
68317,2791,Mixed tocopherols
68318,2791,"(2R)-2,5,7,8-TETRAMETHYL-2-[(4R,8R)-4,8,12-TRIMETHYLTRIDECYL]CHROMAN-6-OL"
68319,2791,D-alpha tocopherol
68320,2791,Syntopherol
68321,2791,Denamone
68322,2791,Viteolin
68323,2792,dl-Thioctic acid
68324,2792,thioctic acid
68325,2792,alpha-Lipoic acid
68326,2792,1077-28-7
68327,2792,"5-(1,2-Dithiolan-3-yl)pentanoic acid"
68328,2792,DL-alpha-Lipoic acid
68329,2792,"1,2-dithiolane-3-pentanoic acid"
68330,2792,"6,8-Thioctic acid"
68331,2792,alpha Lipoic Acid
68332,2792,Thioctacid
68333,2792,6-Thioctic acid
68334,2792,Lipothion
68335,2792,Rac-lipoate
68336,2792,"DL-6,8-Thioctic acid"
68337,2792,dl-Lipoic acid
68338,2792,DL-6-Thioctic acid
68339,2792,Thioctsan
68340,2792,Tioctacid
68341,2792,Liposan
68342,2792,Thioctic acid dl-form
68343,2792,"1,2-Dithiolane-3-valeric acid"
68344,2792,alpha-Liponsaeure
68345,2792,alpha-liponic acid
68346,2792,"6,8-Dithiooctanoic acid"
68347,2792,(RS)-Lipoic acid
68348,2793,Dihydroergotamine mesylate
68349,2793,Dihydroergotamine mesilate
68350,2793,Dihydroergotamine methanesulfonate
68351,2793,Dihydergot
68352,2793,Dihytamine
68353,2793,DETMS
68354,2793,"9,10-Dihydroergotamine mesylate"
68355,2793,UNII-81AXN7R2QT
68356,2793,Dihydroergotamine (mesylate)
68357,2793,Dihydroergotamine monomethanesulfonate
68358,2793,6190-39-2
68359,2793,EINECS 228-235-6
68360,2793,MT 300
68361,2793,DHE-45
68362,2793,81AXN7R2QT
68363,2793,ST056346
68364,2793,CHEBI:59756
68365,2793,D.H.E. 45
68366,2793,"Ergotamine, 9,10-dihydro-, monomethanesulfonate (salt)"
68367,2793,"Ergotoman-3',6',18-trione,9,10-dihydro-12'-hydroxy-2'-methyl-5'-(phenylmethyl)-, (5'alpha)-, monomethanesulfonate (salt)"
68368,2793,C33H37N5O5.CH4O3S
68369,2793,Dihydroergotamine mesylate [USAN]
68370,2793,mide methanesulfonate
68371,2793,Dihydroergotamine mesylate [USAN:USP]
68372,2793,AC1L2FO7
68373,2794,"1,9-Pyrazoloanthrone"
68374,2794,129-56-6
68375,2794,SP600125
68376,2794,Pyrazolanthrone
68377,2794,"Dibenzo[cd,g]indazol-6(2H)-one"
68378,2794,Pyrazoleanthrone
68379,2794,"Anthra[1,9-cd]pyrazol-6(2H)-one"
68380,2794,SP 600125
68381,2794,"Anthra-1,9-pyrazol-6-none"
68382,2794,C.I. 70300
68383,2794,"2H-Dibenzo[cd,g]indazol-6-one"
68384,2794,JNK Inhibitor II
68385,2794,SAPK Inhibitor II
68386,2794,SP-600125
68387,2794,NSC 75890
68388,2794,UNII-1TW30Y2766
68389,2794,"ANTHRA(1,9-cd)PYRAZOL-6(2H)-ONE"
68390,2794,EINECS 204-955-6
68391,2794,BRN 0746890
68392,2794,CHEMBL7064
68393,2794,MLS002693964
68394,2794,CHEBI:90695
68395,2794,ACPOUJIDANTYHO-UHFFFAOYSA-N
68396,2794,"2,6-DIHYDROANTHRA/1,9-CD/PYRAZOL-6-ONE"
68397,2794,InSolution&trade; JNK Inhibitor II
68398,2795,"3,4-Dihydroxybenzaldehyde"
68399,2795,Protocatechualdehyde
68400,2795,139-85-5
68401,2795,Rancinamycin IV
68402,2795,PROTOCATECHUIC ALDEHYDE
68403,2795,"Benzaldehyde, 3,4-dihydroxy-"
68404,2795,"3,4-Dihydroxybenzenecarbonal"
68405,2795,"4-Formyl-1,2-dihydroxybenzene"
68406,2795,"3,4-dihydroxy-benzaldehyde"
68407,2795,"4-Formyl-1,2-benzenediol"
68408,2795,"1,2-Dihydroxy-4-formylbenzene"
68409,2795,UNII-4PVP2HCH4T
68410,2795,NSC 22961
68411,2795,CHEBI:50205
68412,2795,EINECS 205-377-7
68413,2795,"3,4-dihydroxy benzaldehyde"
68414,2795,"3,4-Dihydroxybenzyl aldehyde"
68415,2795,MLS000069606
68416,2795,"3,4-Dihydroxybenzaldehyde, 97%"
68417,2795,IBGBGRVKPALMCQ-UHFFFAOYSA-N
68418,2795,MFCD00003370
68419,2795,SMR000059038
68420,2795,134998-43-9
68421,2795,"2,5-Cyclohexadien-1-one, 2-hydroxy-4-(hydroxymethylene)-"
68422,2795,catechaldehyde
68423,2796,acetic acid
68424,2796,ethanoic acid
68425,2796,64-19-7
68426,2796,Ethylic acid
68427,2796,"Acetic acid, glacial"
68428,2796,Methanecarboxylic acid
68429,2796,Vinegar acid
68430,2796,Acetic acid glacial
68431,2796,Glacial acetic acid
68432,2796,Acetasol
68433,2796,Acide acetique
68434,2796,Essigsaeure
68435,2796,Vinegar
68436,2796,Aci-jel
68437,2796,Azijnzuur
68438,2796,Acido acetico
68439,2796,Kyselina octova
68440,2796,Octowy kwas
68441,2796,Pyroligneous acid
68442,2796,HOAc
68443,2796,Azijnzuur [Dutch]
68444,2796,Ethanoic acid monomer
68445,2796,acetyl alcohol
68446,2796,Essigsaeure [German]
68447,2796,ethoic acid
68448,2797,CYPROTERONE ACETATE
68449,2797,427-51-0
68450,2797,Androcur
68451,2797,Cyproterone 17-O-acetate
68452,2797,Cyproteron acetate
68453,2797,Cyproteron-R acetate
68454,2797,Cyprosterone acetate
68455,2797,SH 714
68456,2797,UNII-4KM2BN5JHF
68457,2797,SH 80714
68458,2797,Cyproteroneacetate
68459,2797,Cyproterone 17alpha-acetate
68460,2797,NSC-81430
68461,2797,SH-714
68462,2797,CCRIS 4385
68463,2797,Cyproterone acetate [USAN:JAN]
68464,2797,HSDB 3592
68465,2797,EINECS 207-048-3
68466,2797,NSC 81430
68467,2797,4KM2BN5JHF
68468,2797,C24H29ClO4
68469,2797,Cyproterone 17.alpha.-acetate
68470,2797,CHEMBL139835
68471,2797,"3'H-Cyclopropa(1,2)pregna-1,4,6-triene-3,20-dione, 17-(acetyloxy)-6-chloro-1,2-dihydro-, (1beta,2beta)-"
68472,2797,CHEBI:50743
68473,2798,metergoline
68474,2798,Liserdol
68475,2798,Metergolin
68476,2798,17692-51-2
68477,2798,Methergoline
68478,2798,Metergolina
68479,2798,Metergolinum
68480,2798,Metergolina [DCIT]
68481,2798,Metergolinum [Latin]
68482,2798,Metergolina [Spanish]
68483,2798,Substance 355/255
68484,2798,Metergolinum [INN-Latin]
68485,2798,1-Methyl-N-carbobenzyloxydihydro-D-lysergamin
68486,2798,FI-6337
68487,2798,MLS000069437
68488,2798,C25H29N3O2
68489,2798,UNII-1501393LY5
68490,2798,AHR 3009
68491,2798,1-Methyl-8-beta-carbobenzyloxyaminomethyl-10-alpha-ergoline
68492,2798,EINECS 241-686-3
68493,2798,"1,6-Dimethyl-8-beta-carbobenzyloxaminomethyl-10-alpha-ergoline"
68494,2798,"D-8-beta-((Carbobenzoxyamino)methyl)-1,6-dimethyl-10-alpha-ergoline"
68495,2798,SMR000059050
68496,2798,"(((8-beta)-1,6-Dimethylergolin-8-yl)methyl)carbamic acid phenylmethyl ester"
68497,2798,CHEMBL19215
68498,2799,NICARDIPINE HYDROCHLORIDE
68499,2799,54527-84-3
68500,2799,Cardene
68501,2799,Nicardipine HCl
68502,2799,Perdipine
68503,2799,Nicodel
68504,2799,Loxen
68505,2799,Angioglebil
68506,2799,Bionicard
68507,2799,Nicardil
68508,2799,Perdipina
68509,2799,Lincil
68510,2799,Dafil
68511,2799,Dagan
68512,2799,Cardene SR
68513,2799,Nicardipine (Hydrochloride)
68514,2799,YC-93
68515,2799,RS-69216-XX-07-0
68516,2799,YC 93
68517,2799,EINECS 259-198-4
68518,2799,Nicardipine hydrochloride [USAN:JAN]
68519,2799,RS-69216
68520,2799,MLS000069782
68521,2799,Perpidine
68522,2799,MFCD00057327
68523,2800,Quercetin dihydrate
68524,2800,6151-25-3
68525,2800,"2-(3,4-dihydroxyphenyl)-3,5,7-trihydroxy-4H-chromen-4-one dihydrate"
68526,2800,Quercetine dihydrate
68527,2800,"Quercetin, Dihydrate"
68528,2800,CCRIS 3304
68529,2800,UNII-53B03V78A6
68530,2800,"3,3',4',5,7-Pentahydroxyflavone dihydrate"
68531,2800,Quercetin dihydrate (Sophoretin)
68532,2800,"Flavone, 3,3',4',5,7-pentahydroxy-, dihydrate"
68533,2800,MFCD00149487
68534,2800,SBB058176
68535,2800,53B03V78A6
68536,2800,NCGC00017056-01
68537,2800,AK101905
68538,2800,CAS-6151-25-3
68539,2800,DSSTox_CID_1219
68540,2800,"2-(3,4-Dihydroxyphenyl)-3,5,7-trihydroxy-4H-1-benzopyran-4-one dihydrate"
68541,2800,"3,3&prime;,4&prime;,5,7-Pentahydroxyflavone"
68542,2800,DSSTox_RID_76018
68543,2800,DSSTox_GSID_21219
68544,2800,C15H14O9
68545,2800,Quercetindihydrate
68546,2800,Prestwick_541
68547,2800,PubChem19976
68548,2801,Vitamin D3
68549,2801,cholecalciferol
68550,2801,Calciol
68551,2801,67-97-0
68552,2801,Colecalciferol
68553,2801,VITAMIN D
68554,2801,Oleovitamin D3
68555,2801,Arachitol
68556,2801,Activated 7-dehydrocholesterol
68557,2801,(+)-Vitamin D3
68558,2801,Colecalcipherol
68559,2801,Colecalciferolum
68560,2801,Cholecalciferolum
68561,2801,D3-Vicotrat
68562,2801,vitamin d-3
68563,2801,Vi-de-3-hydrosol
68564,2801,NEO Dohyfral D3
68565,2801,Ricketon
68566,2801,Trivitan
68567,2801,Vigorsan
68568,2801,Deparal
68569,2801,Colecalciferolo [DCIT]
68570,2801,Duphafral D3 1000
68571,2801,Delsterol
68572,2801,Quintox
68573,2802,Melatonin
68574,2802,73-31-4
68575,2802,Melatonine
68576,2802,N-Acetyl-5-methoxytryptamine
68577,2802,Circadin
68578,2802,5-Methoxy-N-acetyltryptamine
68579,2802,N-[2-(5-Methoxy-1H-indol-3-yl)ethyl]acetamide
68580,2802,N-(2-(5-Methoxy-1H-indol-3-yl)ethyl)acetamide
68581,2802,Melatol
68582,2802,Melatonex
68583,2802,Melovine
68584,2802,N-[2-(5-methoxyindol-3-yl)ethyl]acetamide
68585,2802,"Acetamide, N-[2-(5-methoxy-1H-indol-3-yl)ethyl]-"
68586,2802,Melapure
68587,2802,Posidorm
68588,2802,Vivitas
68589,2802,Pineal Hormone
68590,2802,Sleep Right
68591,2802,UNII-JL5DK93RCL
68592,2802,Night Rest
68593,2802,Rx Balance
68594,2802,Revital Melatonin
68595,2802,[3H]melatonin
68596,2802,Nature'S Harmony
68597,2802,Melatonina (TN)
68598,3096,Nolinospiroside F
68599,3096,Liriopesides B
68600,3096,AK199176
68601,3096,87425-34-1
68602,3096,AKOS026674338
68603,3096,ZINC255262673
68604,3096,Y0128
68605,3096,(25S)-1beta-(6-Deoxy-beta-D-galactopyranosyloxy)-3beta-(alpha-L-rhamnopyranosyloxy)spirost-5-ene
68606,2803,"6,7-Dimethyl-2-phenylquinoxaline"
68607,2803,ag1295
68608,2803,71897-07-9
68609,2803,AG 1295
68610,2803,AG-1295
68611,2803,CHEMBL7724
68612,2803,TYRPHOSTIN AG 1295
68613,2803,IN1032
68614,2803,F1284-0835
68615,2803,BiomolKI_000019
68616,2803,Tyrphostin AG-1295
68617,2803,AC1L1CSX
68618,2803,AC1Q4WCY
68619,2803,ChemDiv2_000256
68620,2803,BiomolKI2_000029
68621,2803,D06GBK
68622,2803,AC1Q2O4Y
68623,2803,cid_2048
68624,2803,BMK1-C7
68625,2803,MLS001194710
68626,2803,SCHEMBL925674
68627,2803,AC1Q2E07
68628,2803,GTPL5914
68629,2803,IFLab1_005463
68630,2803,BDBM33408
68631,2804,BETA-CARYOPHYLLENE
68632,2804,Caryophyllene
68633,2804,(-)-trans-Caryophyllene
68634,2804,(-)-beta-caryophyllene
68635,2804,87-44-5
68636,2804,(E)-Caryophyllene
68637,2804,trans-Caryophyllene
68638,2804,L-Caryophyllene
68639,2804,b-caryophyllene
68640,2804,trans-beta-caryophyllene
68641,2804,(-)-Caryophyllene
68642,2804,.beta.-Caryophyllen
68643,2804,.beta.-Caryophyllene
68644,2804,(E)-beta-caryophylene
68645,2804,(E)-beta-caryophyllene
68646,2804,.beta.-(E)-Caryophyllene
68647,2804,CHEBI:10357
68648,2804,NPNUFJAVOOONJE-GFUGXAQUSA-N
68649,2804,MFCD00075925
68650,2804,ST072181
68651,2804,UNII-BHW853AU9H
68652,2804,"(1S,9R)-6,10,10-trimethyl-2-methylenebicyclo[7.2.0]undec-5-ene"
68653,2804,C15H24
68654,2804,"(1R,4E,9S)-4,11,11-trimethyl-8-methylidenebicyclo[7.2.0]undec-4-ene"
68655,2804,"trans-(1R,9S)-8-Methylene-4,11,11-trimethylbicyclo[7.2.0]undec-4-ene"
68656,2806,gluconic acid
68657,2806,D-gluconic acid
68658,2806,dextronic acid
68659,2806,maltonic acid
68660,2806,526-95-4
68661,2806,Glycogenic acid
68662,2806,Glosanto
68663,2806,Pentahydroxycaproic acid
68664,2806,gluconate
68665,2806,"Gluconic acid, D-"
68666,2806,D-gluconate
68667,2806,D-Gluco-hexonic acid
68668,2806,Gluconic acid (VAN)
68669,2806,"(2R,3S,4R,5R)-2,3,4,5,6-pentahydroxyhexanoic acid"
68670,2806,Glyconic acid
68671,2806,D-Gluconsaeure
68672,2806,D-Glukonsaeure
68673,2806,UNII-R4R8J0Q44B
68674,2806,BRN 1726055
68675,2806,HSDB 487
68676,2806,C6H12O7
68677,2806,EINECS 208-401-4
68678,2806,NSC 77381
68679,2806,"2,3,4,5,6-Pentahydroxyhexanoic acid"
68680,2806,R4R8J0Q44B
68681,2807,acarbose
68682,2807,Glucobay
68683,2807,Precose
68684,2807,56180-94-0
68685,2807,Prandase
68686,2807,C25H43NO18
68687,2807,Acarbosum
68688,2807,CHEMBL3734896
68689,2807,Bay g 5421
68690,2807,MFCD00869592
68691,2807,Acarbosum [INN-Latin]
68692,2807,Acarbosa [INN-Spanish]
68693,2807,AC1L26GM
68694,2807,Ascarbose
68695,2807,MLS000759506
68696,2807,MLS001424056
68697,2807,SPECTRUM1505172
68698,2807,CHEBI:2376
68699,2807,BAY-g 5421
68700,2807,Acarbose [USAN:BAN:INN:JAN]
68701,2807,MolPort-002-507-369
68702,2807,BB_NC-1311
68703,2807,HMS2051F03
68704,2807,HMS2093I22
68705,2807,Precose (TN)
68706,2808,"5,8-Dihydroxy-1,4-naphthoquinone"
68707,2808,Naphthazarin
68708,2808,475-38-7
68709,2808,Naphthazarine
68710,2808,Naphthazarone
68711,2808,"5,8-dihydroxynaphthalene-1,4-dione"
68712,2808,"5,8-Dihydroxynaphthoquinone"
68713,2808,"5,8-Dihydroxy-1,4-naphthalenedione"
68714,2808,NAPHTHAZALIN
68715,2808,"5,8-Dihydroxy-1,4-naphthosemiquinone"
68716,2808,CCRIS 6670
68717,2808,Dihydroxynaphthoquinone
68718,2808,EINECS 207-495-4
68719,2808,NSC 26647
68720,2808,CHEMBL274056
68721,2808,"1,4-NAPHTHOQUINONE, 5,8-DIHYDROXY-"
68722,2808,CHEBI:28849
68723,2808,NSC26647
68724,2808,"5,8-Dihydroxy-[1,4]naphthoquinone"
68725,2808,NSC344555
68726,2808,SBB068464
68727,2808,"1,4-Naphthalenedione, 5,8-dihydroxy-"
68728,2808,AE-641/01108012
68729,2808,W-109038
68730,2808,"5,8-dioxy-1,4-naphthoquinone"
68731,2809,L-serine
68732,2809,serine
68733,2809,56-45-1
68734,2809,(S)-2-Amino-3-hydroxypropanoic acid
68735,2809,(S)-Serine
68736,2809,beta-Hydroxyalanine
68737,2809,L-ser
68738,2809,H-Ser-OH
68739,2809,L-(-)-Serine
68740,2809,"Serine, L-"
68741,2809,(2S)-2-amino-3-hydroxypropanoic acid
68742,2809,L-3-Hydroxy-alanine
68743,2809,beta-Hydroxy-L-alanine
68744,2809,Serinum [Latin]
68745,2809,Serina [Spanish]
68746,2809,L-2-Amino-3-hydroxypropionic acid
68747,2809,Serine (VAN)
68748,2809,2-Amino-3-hydroxypropionic acid
68749,2809,L-3-Hydroxy-2-aminopropionic acid
68750,2809,SER (IUPAC abbrev)
68751,2809,L-Serin
68752,2809,(S)-(-)-Serine
68753,2809,(-)-Serine
68754,2809,alpha-Amino-beta-hydroxypropionic acid
68755,2809,HSDB 680
68756,2810,allantoin
68757,2810,97-59-6
68758,2810,5-Ureidohydantoin
68759,2810,Glyoxyldiureide
68760,2810,"1-(2,5-dioxoimidazolidin-4-yl)urea"
68761,2810,Glyoxyldiureid
68762,2810,Allantol
68763,2810,Cordianine
68764,2810,Sebical
68765,2810,Alantan
68766,2810,AVC/Dienestrolcream
68767,2810,"Urea, (2,5-dioxo-4-imidazolidinyl)-"
68768,2810,"Hydantoin, 5-ureido-"
68769,2810,Cutemol emollient
68770,2810,Uniderm A
68771,2810,Glyoxylic diureide
68772,2810,"(2,5-Dioxo-4-imidazolidinyl)urea"
68773,2810,Psoralon
68774,2810,Septalan
68775,2810,Caswell No. 024
68776,2810,"(2,5-dioxoimidazolidin-4-yl)urea"
68777,2810,Glyoxylic(acid) diureide
68778,2810,"5-Ureido-2,4-imidazolidindion"
68779,2810,NSC 7606
68780,2810,Ureidohydantoin
68781,2811,Chicoric acid
68782,2811,Cichoric Acid
68783,2811,L-Chicoric acid
68784,2811,70831-56-0
68785,2811,6537-80-0
68786,2811,UNII-S4YY3V8YHD
68787,2811,L-Cichoric acid
68788,2811,NSC 699173
68789,2811,"(2R,3R)-2,3-bis[[(E)-3-(3,4-dihydroxyphenyl)prop-2-enoyl]oxy]butanedioic acid"
68790,2811,NSC699173
68791,2811,S4YY3V8YHD
68792,2811,"2,3-Bis((3-(3,4-dihydroxyphenyl)-1-oxo-2-propenyl)oxy)butanedioic acid"
68793,2811,CHEBI:3594
68794,2811,CHEMBL282731
68795,2811,(-)-Chicoric acid
68796,2811,"(R-(R*,R*-(E,E)))-2,3-Bis((3-(3,4-dihydroxphenyl)-1-oxo-2-propenyl)oxy)butanedioic acid"
68797,2811,"Butanedioic acid, 2,3-bis(((2E)-3-(3,4-dihydroxphenyl)-1-oxo-2-propenyl)oxy)-, (2R,3R)-"
68798,2811,"Butanedioic acid, 2,3-bis[[(2E)-3-(3,4-dihydroxyphenyl)-1-oxo-2-propenyl]oxy]-, (2R,3R)-"
68799,2811,L-DCTA
68800,2811,"Butanedioic acid, 2,3-bis((3-(3,4-dihydroxphenyl)-1-oxo-2-propenyl)oxy)-, (R-(R*,R*-(E,E)))-"
68801,2811,Dicaffeoyl-L-tartaric acid
68802,2811,(-)-L-Chicoric acid
68803,2811,1-chicoricacid
68804,2811,Cichoric-Acid
68805,2811,l-Chicoric-acid
68806,2812,gamma-Tocopherol
68807,2812,(+)-gamma-Tocopherol
68808,2812,D-gamma-Tocopherol
68809,2812,54-28-4
68810,2812,"7,8-Dimethyltocol"
68811,2812,UNII-8EF1Z1238F
68812,2812,RRR-gamma-Tocopherol
68813,2812,"(R,R,R)-gamma-Tocopherol"
68814,2812,CHEBI:18185
68815,2812,QUEDXNHFTDJVIY-DQCZWYHMSA-N
68816,2812,"(2r)-2,7,8-trimethyl-2-[(4r,8r)-4,8,12-trimethyltridecyl]chroman-6-ol"
68817,2812,NCGC00185764-01
68818,2812,"(2R)-2,7,8-trimethyl-2-[(4R,8R)-4,8,12-trimethyltridecyl]-3,4-dihydro-2H-chromen-6-ol"
68819,2812,"(2R)-3,4-dihydro-2,7,8-trimethyl-2-[(4R,8R)-4,8,12-trimethyltridecyl]-2H-1-benzopyran-6-ol"
68820,2812,"2H-1-Benzopyran-6-ol, 3,4-dihydro-2,7,8-trimethyl-2-[(4R,8R)-4,8,12-trimethyltridecyl]-, (2R)-"
68821,2812,"gamma-Tocopherol, d-"
68822,2812,"2H-1-Benzopyran-6-ol, 3,4-dihydro-2,7,8-trimethyl-2-((4R,8R)-4,8,12-trimethyltridecyl)-, (2R)-"
68823,2812,EINECS 200-201-5
68824,2812,(+)-g-Tocopherol
